Receipt ID,Date,Amount,Recurring Total Months,Recurrence Number,Recipient,Fundraising Page,Fundraising Partner,Reference Code 2,Reference Code,Donor First Name,Donor Last Name,Donor Addr1,Donor Addr2,Donor City,Donor State,Donor ZIP,Donor Country,Donor Occupation,Donor Employer,Donor Email,Donor Phone,New Express Signup,Comments,Check Number,Check Date,Employer Addr1,Employer Addr2,Employer City,Employer State,Employer ZIP,Employer Country,Donor ID,Fundraiser ID,Fundcandidateiser Recipient ID,Fundraiser Contact Email,Fundraiser Contact First Name,Fundraiser Contact Last Name,Partner ID,Partner Contact Email,Partner Contact First Name,Partner Contact Last Name,Reserved,Lineitem ID,AB Test Name,AB Variation,Recipient Committee,Recipient ID,Recipient Gov ID,Recipient Election,Reserved,Payment ID,Payment Date,Disbursement ID,Disbursement Date,Recovery ID,Recovery Date,Refund ID,Refund Date,Fee,Recur Weekly,ActBlue Express Lane,Reserved,Card Type,Reserved,Reserved,Reserved,Reserved,Mobile,Recurring Upsell Shown,Recurring Upsell Succeeded,Double Down,Smart Recurring,Monthly Recurring Amount,Apple Pay,Card Replaced by Account Updater,ActBlue Express Donor,Custom Field 1 Label,Custom Field 1 Value,Donor US Passport Number,Text Message Opt In,Gift Identifier,Gift Declined,Shipping Addr1,Shipping City,Shipping State,Shipping Zip,Shipping Country,Weekly Recurring Amount,Smart Boost Amount,Smart Boost Shown
AB194727292,2021-04-08 11:23:27,500,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Ali,Guermazi,300 Hartman Road,,Newton,MA,2459,United States,MD,VA Boston Healthcare System,pretend384238163@example.com,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384238163,,,Example Candidate for Congress,115876,C00776658,,f,236207338,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,19.75,,,,American Express,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194727684,2021-04-08 11:31:04,500,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Lina,Goelzer,6012 N TEAL WOOD CIR,,Peoria,IL,61615,United States,Business Analyst,Walmart,,9144772818,t,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384238658,,,Example Candidate for Congress,115876,C00776658,,f,236207728,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,19.75,,,,VISA,,,,,,,,,,,,,t,,,,unknown,,,,,,,,,,
AB194730381,2021-04-08 12:17:23,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,yasmeen,rasheed,117 scotsburg st,,Hutto,TX,78634,United States,graphic design,LaunchDarkly,,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384242047,,,Example Candidate for Congress,115876,C00776658,,f,236210244,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,3.95,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194735211,2021-04-08 13:50:22,2900,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Benj,Pasek,331 West 84th Street Apt 3,,New York,NY,10024,United States,Composer,Apple,pretend384248441@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384248441,,,Example Candidate for Congress,115876,C00776658,,f,236214781,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,114.55,,,,American Express,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194740256,2021-04-08 15:22:40,500,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Ameera,Naguib,5451 Brookdale Ave,,Oakland,CA,94619,United States,Program Manager,Google,pretend384254914@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384254914,,,Example Candidate for Congress,115876,C00776658,,f,236219553,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,19.75,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194740617,2021-04-08 15:33:46,200,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Amy,Zhou,400 Massachusetts Ave NW,,Washington,DC,20001,United States,Consultant,Delivery Associates,pretend384255359@example.com,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384255359,,,Example Candidate for Congress,115876,C00776658,,f,236220044,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,7.9,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194745286,2021-04-08 16:54:06,1000,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Marisa,Pareti,314 Crestwood Drive,,Milltown,NJ,8850,United States,HR Ops,Google,pretend384261399@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384261399,,,Example Candidate for Congress,115876,C00776658,,f,236224499,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,39.5,,,,VISA,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194746382,2021-04-08 17:10:01,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Danna,Elneil,3135  Campus Dr. Apt 101,,San Mateo,CA,94403,United States,Program director,MSA West,,,f,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384262795,,,Example Candidate for Congress,115876,C00776658,,f,236225280,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,3.95,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB194746779,2021-04-08 17:18:48,300,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Denisa,Hoxha,701 Cambridge Street,,Brighton,MA,2135,United States,Social worker,Wild Acre and Mental Health Solutions,pretend384263307@example.com,9144772818,t,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384263307,,,Example Candidate for Congress,115876,C00776658,,f,236225678,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,11.85,,,,MasterCard,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB194747102,2021-04-08 17:23:16,200,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Tara,Affolter,36 Evergreen Lane,,Middlebury,VT,5753,United States,professor,middlebury college,pretend384263703@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384263703,,,Example Candidate for Congress,115876,C00776658,,f,236225911,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,7.9,,,,MasterCard,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194747318,2021-04-08 17:27:47,150,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Nonya,Khedr,9818 Ascan Ave,,Forest Hills,NY,11375,United States,Intern,Maya Wiley for Mayor Campaign,pretend384263973@example.com,,t,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384263973,,,Example Candidate for Congress,115876,C00776658,,f,236226186,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,5.93,,,,VISA,,,,,t,,,,,,t,,t,,,,unknown,,,,,,,,,,
AB194747516,2021-04-08 17:30:59,250,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Noor,Javid,83-59 266th st,,Glen Oaks,NY,11004,United States,Customer Service Agent,EzTaxReturn,pretend384264212@example.com,,t,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384264212,,,Example Candidate for Congress,115876,C00776658,,f,236226322,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,9.88,,,,,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB194749224,2021-04-08 18:00:41,1000,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Mazen,Ibrahim,762 Peekskill Dr,,Sunnyvale,CA,94087,United States,Software engineer,Amazon,,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384266349,,,Example Candidate for Congress,115876,C00776658,,f,236227907,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,39.5,,,,VISA,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB194750326,2021-04-08 18:19:10,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Shireen,Soliman,3090 47th Street,,Astoria,NY,11103,United States,Adjunct Professor,Pratt Institute,pretend384267765@example.com,,t,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384267765,,,Example Candidate for Congress,115876,C00776658,,f,236228945,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,1.98,,,,,,,,,,,,,,,,,t,,,,unknown,,,,,,,,,,
AB194750157,2021-04-08 18:19:26,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Mona,Ali,144-34 77rd apt. 1A,,Flushing,NY,11367,United States,Not Employed,Not Employed,pretend384267554@example.com,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384267554,,,Example Candidate for Congress,115876,C00776658,,f,236228963,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,3.95,,,,,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB194750692,2021-04-08 18:25:07,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Brandon,Delesline,706 Riverside Drive 6E,,New York,NY,10031,United States,Marketing Executive,Hulu,pretend384268229@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384268229,,,Example Candidate for Congress,115876,C00776658,,f,236229306,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,3.95,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194751281,2021-04-08 18:34:01,250,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Julia,Eddy,3200 16th St NW Apt 119,,Washington,DC,20010,United States,Consultant,Left Rising,pretend384268983@example.com,9144772818,f,,400280928,2021-04-11,,,Detroit,MI,48202,United States,,,candidate,,,,,,,,,384268983,,,Example Candidate for Congress,115876,C00776658,,f,236229869,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,9.88,,,,VISA,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB194751847,2021-04-08 18:44:29,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Yasmeen,Kamel,4939 Bridgeview Lane,,San Jose,CA,95138,United States,Sr Content Designer,GoFundMe,pretend384269697@example.com,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384269697,,,Example Candidate for Congress,115876,C00776658,,f,236230451,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,3.95,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194743642,2021-04-08 18:49:25,500,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Connor,Farrell,919 Florida Ave NW #206,,Washington,DC,20001,United States,CEO,Left Rising,pretend384259304@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,candidate,,,,,,,,,384259304,,,Example Candidate for Congress,115876,C00776658,,f,236230743,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,19.75,,,,American Express,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194752544,2021-04-08 18:55:42,250,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Haleema,Bharoocha,34588 11th street,,Union city,CA,94587,United States,Advocacy manager,Alliance for girls,,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384270591,,,Example Candidate for Congress,115876,C00776658,,f,236231116,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,9.88,,,,MasterCard,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB194752627,2021-04-08 18:59:50,25,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Mahmoud,Khedr,18850E 71 CRES,,Fresh Meadows,NY,11365,United States,Not Employed,Not Employed,pretend384270696@example.com,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384270696,,,Example Candidate for Congress,115876,C00776658,,f,236231366,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,0.99,,,,VISA,,,,,t,,,,,,t,,,,,,unknown,,,,,,,,,,
AB194758145,2021-04-08 20:21:50,150,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Serife,Ozler,23 Millrock Rd.,,New Paltz,NY,12561,United States,Associate Professor,SUNY New Paltz,pretend384277630@example.com,,f,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384277630,,,Example Candidate for Congress,115876,C00776658,,f,236236391,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,5.93,,,,,,,,,,,,,,,,,t,,,,unknown,,,,,,,,,,
AB194758401,2021-04-08 20:25:46,250,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Aquib,Yacoob,2079 32nd Street,,Astoria,NY,11105,United States,Strategist,BrownManRunning,pretend384277946@example.com,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384277946,,,Example Candidate for Congress,115876,C00776658,,f,236236635,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,9.88,,,,American Express,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194762213,2021-04-08 21:35:27,500,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Hannah,Rubashkin,80 Cranberry St #5J,,Brooklyn,NY,11201,United States,Attorney,White & Case LLP,pretend384282738@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384282738,,,Example Candidate for Congress,115876,C00776658,,f,236240189,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,19.75,,,,VISA,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194765389,2021-04-08 22:49:06,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Carol,Leon,74 Revere Street,,Boston,MA,2114,United States,Municipal employee,City of Boston,pretend384286781@example.com,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384286781,,,Example Candidate for Congress,115876,C00776658,,f,236243152,2021-04-08 0:00:00,1308650,2021-04-11 0:00:00,,,,,3.95,,,,,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB194770182,2021-04-09 3:34:12,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Alimat,Mahmoud,208 E Elizabeth Ave B1A,,Linden,NJ,7036,United States,Medical scribe,CityMD,pretend384292828@example.com,,t,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384292828,,,Example Candidate for Congress,115876,C00776658,,f,236247519,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,3.95,,,,MasterCard,,,,,t,t,,,,,t,,t,,,,unknown,,,,,,,,,,
AB194772501,2021-04-09 8:35:05,250,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Roshumba,Llewellyn,713 E 83rd St,,Brooklyn,NY,11236,United States,Marketer,Google,pretend384355985@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384355985,,,Example Candidate for Congress,115876,C00776658,,f,236283964,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,9.88,,,,VISA,,,,,t,,,,,,t,,,,,,unknown,,,,,,,,,,
AB194774234,2021-04-09 9:46:08,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Peggy,Chen,8655 BROADWAY,,ELMHURST,NY,11373-5868,United States,Marketer,Google,pretend384358305@example.com,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384358305,,,Example Candidate for Congress,115876,C00776658,,f,236285826,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,3.95,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194774363,2021-04-09 9:51:17,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Leslyn,Moore-Delesline,250 Central Ave,,Newark,NJ,7103,United States,Career Services Professional,Sponsors for Educational Opportunity,pretend384358477@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384358477,,,Example Candidate for Congress,115876,C00776658,,f,236285974,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,3.95,,,,VISA,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB194778020,2021-04-09 11:24:53,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Andrea,Haidar,1607 E. 50th Place,,Chicago,IL,60615,United States,Social Worker,IMAN,,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384363191,,,Example Candidate for Congress,115876,C00776658,,f,236289595,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,1.98,,,,VISA,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB194778983,2021-04-09 11:46:00,250,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Isra,Chaker,4500 Joseph Bristow lane,,Annandale,VA,22003,United States,Activist,Self,pretend384364430@example.com,,f,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384364430,,,Example Candidate for Congress,115876,C00776658,,f,236290562,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,9.88,,,,VISA,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB194781836,2021-04-09 12:45:47,200,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Ana,Nieto,435 1/2 Frederick Street,,San Francisco,CA,94117,United States,Marketing,Google,,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384368112,,,Example Candidate for Congress,115876,C00776658,,f,236293441,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,7.9,,,,MasterCard,,,,,t,,,,,,t,,,,,,unknown,,,,,,,,,,
AB194783711,2021-04-09 13:23:29,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Ramis,Wadood,79 Winchester Ave,,New Haven,CT,6511,United States,Not Employed,Not Employed,pretend384370599@example.com,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384370599,,,Example Candidate for Congress,115876,C00776658,,f,236295267,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,3.95,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194792860,2021-04-09 15:49:33,20,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Umar,Zaidi,121 museum street,,Somerville,MA,2143,United States,Not employed,Not employed,pretend384382427@example.com,9144772818,f,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384382427,,,Example Candidate for Congress,115876,C00776658,,f,236303906,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,0.79,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB194800762,2021-04-09 18:24:29,2900,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Aria,Florant,600 H Street NE,,Washington,DC,20009,United States,Co-Founder,PolicyLink,pretend384392488@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384392488,,,Example Candidate for Congress,115876,C00776658,,f,236311674,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,114.55,,,,VISA,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194800866,2021-04-09 18:26:52,200,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Shaimaa,Makrm,7503 13TH AVE FL 2,,BROOKLYN,NY,11228-2409,United States,Not Employed,Not Employed,pretend384392625@example.com,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384392625,,,Example Candidate for Congress,115876,C00776658,,f,236311785,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,7.9,,,,,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB194802600,2021-04-09 19:01:01,500,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Morshedul,Haque,8 Marie Court,,Hicksville,NY,11801,United States,Not Employed,Not Employed,pretend384394851@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384394851,,,Example Candidate for Congress,115876,C00776658,,f,236313265,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,19.75,,,,MasterCard,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB194808150,2021-04-09 21:10:35,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Molly,Jacobson,12 1/2 ARNOLD ST,,PROVIDENCE,RI,02906-1065,United States,Consultant,Boston Consulting Group,pretend384401958@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384401958,,,Example Candidate for Congress,115876,C00776658,,f,236318613,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,1.98,,,,VISA,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB194810943,2021-04-09 22:31:50,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Joanne,Taiheng,6 Capital Dr,,Washingtonville,NY,10992,United States,Not Employed,Not Employed,pretend384405604@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384405604,,,Example Candidate for Congress,115876,C00776658,,f,236321393,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,3.95,,,,VISA,,,,,t,t,,,,,,,,,,,unknown,,,,,,,,,,
AB194812304,2021-04-09 23:25:36,2900,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Omar,El-Halwagi,202 Marta St,,College Station,TX,77845,United States,Attorney,OME,,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384407373,,,Example Candidate for Congress,115876,C00776658,,f,236322785,2021-04-09 0:00:00,1308650,2021-04-11 0:00:00,,,,,114.55,,,,VISA,,,,,t,,,,,,t,,,,,,unknown,,,,,,,,,,
AB194831375,2021-04-10 14:14:16,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Catherine,Finneran,384 7th Street APT 4,,Jersey City,NJ,7302,United States,Nonprofit Director,SEO,pretend384489947@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384489947,,,Example Candidate for Congress,115876,C00776658,,f,236374510,2021-04-10 0:00:00,1308650,2021-04-11 0:00:00,,,,,1.98,,,,American Express,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB194845000,2021-04-10 18:28:54,1000,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Susannah,Wellford,5014 Glenbrook Rd NW,,Washington,DC,20016,United States,Nonprofit CEO,Running Start,pretend384507179@example.com,9144772818,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384507179,,,Example Candidate for Congress,115876,C00776658,,f,236387324,2021-04-10 0:00:00,1308650,2021-04-11 0:00:00,,,,,39.5,,,,VISA,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB194863284,2021-04-11 9:50:26,250,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Taaha,Mohamedali,6409 S Ellis Ave 3S,,Chicago,IL,60637,United States,Post-Secondary Program Officer,Crown Family Philanthropies,,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384588318,,,Example Candidate for Congress,115876,C00776658,,f,236438919,2021-04-11 0:00:00,1308650,2021-04-11 0:00:00,,,,,9.88,,,,MasterCard,,,,,t,,,,,,t,,,,,,unknown,,,,,,,,,,
AB194865854,2021-04-11 11:09:18,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Shereen,Ibrahim,4623 65th Place 3rd Fl,,Woodside,NY,11373,United States,Registered Behavior Tech,Proud Moments,pretend384591541@example.com,9144772818,t,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384591541,,,Example Candidate for Congress,115876,C00776658,,f,236441263,2021-04-11 0:00:00,1308650,2021-04-11 0:00:00,,,,,1.98,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB194866584,2021-04-11 11:26:25,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Umar,Zaidi,121 museum street,,Somerville,MA,2143,United States,Not employed,Not employed,pretend384592504@example.com,9144772818,f,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384592504,,,Example Candidate for Congress,115876,C00776658,,f,236441973,2021-04-11 0:00:00,1308650,2021-04-11 0:00:00,,,,,0.4,,,,,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB194870864,2021-04-11 13:04:25,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Amany,Shalaby,16732 Bolsena Drive,,Montverde,FL,34756,United States,Chaplain,MWO,pretend384597912@example.com,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384597912,,,Example Candidate for Congress,115876,C00776658,,f,236445988,2021-04-11 0:00:00,1308650,2021-04-11 0:00:00,,,,,1.98,,,,,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB194876067,2021-04-11 14:48:18,200,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Faraz,Khan,6204 Fifth Avenue Apt 302,,Pittsburgh,PA,15232,United States,Tech Specialist,IBM,pretend384604413@example.com,,,,400280928,2021-04-11,,,,,,,,,examplecandidate,,,,,,,,,384604413,,,Example Candidate for Congress,115876,C00776658,,f,236450941,2021-04-11 0:00:00,1308650,2021-04-11 0:00:00,,,,,7.9,,,,VISA,,,,,t,,,,,,t,,,,,,unknown,,,,,,,,,,
